------------------------------------------------------------
 Model:        tpxo9.v1
 Constituents included: m2  s2  n2  k2  k1  o1  p1  q1  mm  mf  m4  mn4 ms4 2n2 
 s1  
 
     Lat       Lon        mm.dd.yyyy hh:mm:ss     z(m)   Depth(m)
    36.1889  -75.9000     10.12.1994 20:27:30     0.362    10.076
    36.1889  -75.9000     10.12.1994 20:27:40     0.361    10.076
    36.1889  -75.9000     10.12.1994 20:27:50     0.361    10.076
    36.1889  -75.9000     10.12.1994 20:28:00     0.360    10.076
    36.1889  -75.9000     10.12.1994 20:28:10     0.360    10.076
    36.1889  -75.9000     10.12.1994 20:28:20     0.359    10.076
    36.1889  -75.9000     10.12.1994 20:28:30     0.358    10.076
    36.1889  -75.9000     10.12.1994 20:28:40     0.358    10.076
    36.1889  -75.9000     10.12.1994 20:28:50     0.357    10.076
    36.1889  -75.9000     10.12.1994 20:29:00     0.357    10.076
    36.1889  -75.9000     10.12.1994 20:29:10     0.356    10.076
    36.1889  -75.9000     10.12.1994 20:29:20     0.356    10.076
    36.1889  -75.9000     10.12.1994 20:29:30     0.355    10.076
    36.1889  -75.9000     10.12.1994 20:29:40     0.354    10.076
    36.1889  -75.9000     10.12.1994 20:29:50     0.354    10.076
    36.1889  -75.9000     10.12.1994 20:30:00     0.353    10.076
    36.1889  -75.9000     10.12.1994 20:30:10     0.353    10.076
    36.1889  -75.9000     10.12.1994 20:30:20     0.352    10.076
    36.1889  -75.9000     10.12.1994 20:30:30     0.352    10.076
    36.1889  -75.9000     10.12.1994 20:30:40     0.351    10.076
    36.1889  -75.9000     10.12.1994 20:30:50     0.351    10.076
    36.1889  -75.9000     10.12.1994 20:31:00     0.350    10.076
    36.1889  -75.9000     10.12.1994 20:31:10     0.349    10.076
    36.1889  -75.9000     10.12.1994 20:31:20     0.349    10.076
    36.1889  -75.9000     10.12.1994 20:31:30     0.348    10.076
    36.1889  -75.9000     10.12.1994 20:31:40     0.348    10.076
    36.1889  -75.9000     10.12.1994 20:31:50     0.347    10.076
    36.1889  -75.9000     10.12.1994 20:32:00     0.347    10.076
    36.1889  -75.9000     10.12.1994 20:32:10     0.346    10.076
    36.1889  -75.9000     10.12.1994 20:32:20     0.345    10.076
    36.1889  -75.9000     10.12.1994 20:32:30     0.345    10.076
    36.1889  -75.9000     10.12.1994 20:32:40     0.344    10.076
    36.1889  -75.9000     10.12.1994 20:32:50     0.344    10.076
    36.1889  -75.9000     10.12.1994 20:33:00     0.343    10.076
    36.1889  -75.9000     10.12.1994 20:33:10     0.343    10.076
    36.1889  -75.9000     10.12.1994 20:33:20     0.342    10.076
    36.1889  -75.9000     10.12.1994 20:33:30     0.341    10.076
    36.1889  -75.9000     10.12.1994 20:33:40     0.341    10.076
    36.1889  -75.9000     10.12.1994 20:33:50     0.340    10.076
    36.1889  -75.9000     10.12.1994 20:34:00     0.340    10.076
    36.1889  -75.9000     10.12.1994 20:34:10     0.339    10.076
    36.1889  -75.9000     10.12.1994 20:34:20     0.339    10.076
    36.1889  -75.9000     10.12.1994 20:34:30     0.338    10.076
    36.1889  -75.9000     10.12.1994 20:34:40     0.337    10.076
    36.1889  -75.9000     10.12.1994 20:34:50     0.337    10.076
    36.1889  -75.9000     10.12.1994 20:35:00     0.336    10.076
    36.1889  -75.9000     10.12.1994 20:35:10     0.336    10.076
    36.1889  -75.9000     10.12.1994 20:35:20     0.335    10.076
    36.1889  -75.9000     10.12.1994 20:35:30     0.335    10.076
    36.1889  -75.9000     10.12.1994 20:35:40     0.334    10.076
    36.1889  -75.9000     10.12.1994 20:35:50     0.333    10.076
    36.1889  -75.9000     10.12.1994 20:36:00     0.333    10.076
    36.1889  -75.9000     10.12.1994 20:36:10     0.332    10.076
    36.1889  -75.9000     10.12.1994 20:36:20     0.332    10.076
    36.1889  -75.9000     10.12.1994 20:36:30     0.331    10.076
    36.1889  -75.9000     10.12.1994 20:36:40     0.331    10.076
    36.1889  -75.9000     10.12.1994 20:36:50     0.330    10.076
    36.1889  -75.9000     10.12.1994 20:37:00     0.329    10.076
    36.1889  -75.9000     10.12.1994 20:37:10     0.329    10.076
    36.1889  -75.9000     10.12.1994 20:37:20     0.328    10.076
    36.1889  -75.9000     10.12.1994 20:37:30     0.328    10.076
    36.1889  -75.9000     10.12.1994 20:37:40     0.327    10.076
    36.1889  -75.9000     10.12.1994 20:37:50     0.326    10.076
    36.1889  -75.9000     10.12.1994 20:38:00     0.326    10.076
    36.1889  -75.9000     10.12.1994 20:38:10     0.325    10.076
    36.1889  -75.9000     10.12.1994 20:38:20     0.325    10.076
    36.1889  -75.9000     10.12.1994 20:38:30     0.324    10.076
    36.1889  -75.9000     10.12.1994 20:38:40     0.324    10.076
    36.1889  -75.9000     10.12.1994 20:38:50     0.323    10.076
    36.1889  -75.9000     10.12.1994 20:39:00     0.322    10.076
    36.1889  -75.9000     10.12.1994 20:39:10     0.322    10.076
    36.1889  -75.9000     10.12.1994 20:39:20     0.321    10.076
    36.1889  -75.9000     10.12.1994 20:39:30     0.321    10.076
    36.1889  -75.9000     10.12.1994 20:39:40     0.320    10.076
    36.1889  -75.9000     10.12.1994 20:39:50     0.319    10.076
    36.1889  -75.9000     10.12.1994 20:40:00     0.319    10.076
    36.1889  -75.9000     10.12.1994 20:40:10     0.318    10.076
    36.1889  -75.9000     10.12.1994 20:40:20     0.318    10.076
    36.1889  -75.9000     10.12.1994 20:40:30     0.317    10.076
    36.1889  -75.9000     10.12.1994 20:40:40     0.316    10.076
    36.1889  -75.9000     10.12.1994 20:40:50     0.316    10.076
    36.1889  -75.9000     10.12.1994 20:41:00     0.315    10.076
    36.1889  -75.9000     10.12.1994 20:41:10     0.315    10.076
    36.1889  -75.9000     10.12.1994 20:41:20     0.314    10.076
    36.1889  -75.9000     10.12.1994 20:41:30     0.313    10.076
    36.1889  -75.9000     10.12.1994 20:41:40     0.313    10.076
    36.1889  -75.9000     10.12.1994 20:41:50     0.312    10.076
    36.1889  -75.9000     10.12.1994 20:42:00     0.312    10.076
    36.1889  -75.9000     10.12.1994 20:42:10     0.311    10.076
    36.1889  -75.9000     10.12.1994 20:42:20     0.310    10.076
    36.1889  -75.9000     10.12.1994 20:42:30     0.310    10.076
    36.1889  -75.9000     10.12.1994 20:42:40     0.309    10.076
    36.1889  -75.9000     10.12.1994 20:42:50     0.309    10.076
    36.1889  -75.9000     10.12.1994 20:43:00     0.308    10.076
    36.1889  -75.9000     10.12.1994 20:43:10     0.307    10.076
    36.1889  -75.9000     10.12.1994 20:43:20     0.307    10.076
    36.1889  -75.9000     10.12.1994 20:43:30     0.306    10.076
    36.1889  -75.9000     10.12.1994 20:43:40     0.306    10.076
    36.1889  -75.9000     10.12.1994 20:43:50     0.305    10.076
    36.1889  -75.9000     10.12.1994 20:44:00     0.304    10.076
    36.1889  -75.9000     10.12.1994 20:44:10     0.304    10.076
    36.1889  -75.9000     10.12.1994 20:44:20     0.303    10.076
    36.1889  -75.9000     10.12.1994 20:44:30     0.303    10.076
    36.1889  -75.9000     10.12.1994 20:44:40     0.302    10.076
    36.1889  -75.9000     10.12.1994 20:44:50     0.301    10.076
    36.1889  -75.9000     10.12.1994 20:45:00     0.301    10.076
    36.1889  -75.9000     10.12.1994 20:45:10     0.300    10.076
    36.1889  -75.9000     10.12.1994 20:45:20     0.300    10.076
    36.1889  -75.9000     10.12.1994 20:45:30     0.299    10.076
    36.1889  -75.9000     10.12.1994 20:45:40     0.298    10.076
    36.1889  -75.9000     10.12.1994 20:45:50     0.298    10.076
    36.1889  -75.9000     10.12.1994 20:46:00     0.297    10.076
    36.1889  -75.9000     10.12.1994 20:46:10     0.297    10.076
    36.1889  -75.9000     10.12.1994 20:46:20     0.296    10.076
    36.1889  -75.9000     10.12.1994 20:46:30     0.295    10.076
    36.1889  -75.9000     10.12.1994 20:46:40     0.295    10.076
    36.1889  -75.9000     10.12.1994 20:46:50     0.294    10.076
    36.1889  -75.9000     10.12.1994 20:47:00     0.294    10.076
    36.1889  -75.9000     10.12.1994 20:47:10     0.293    10.076
    36.1889  -75.9000     10.12.1994 20:47:20     0.292    10.076
    36.1889  -75.9000     10.12.1994 20:47:30     0.292    10.076
    36.1889  -75.9000     10.12.1994 20:47:40     0.291    10.076
    36.1889  -75.9000     10.12.1994 20:47:50     0.291    10.076
    36.1889  -75.9000     10.12.1994 20:48:00     0.290    10.076
    36.1889  -75.9000     10.12.1994 20:48:10     0.289    10.076
    36.1889  -75.9000     10.12.1994 20:48:20     0.289    10.076
    36.1889  -75.9000     10.12.1994 20:48:30     0.288    10.076
    36.1889  -75.9000     10.12.1994 20:48:40     0.287    10.076
    36.1889  -75.9000     10.12.1994 20:48:50     0.287    10.076
    36.1889  -75.9000     10.12.1994 20:49:00     0.286    10.076
    36.1889  -75.9000     10.12.1994 20:49:10     0.286    10.076
    36.1889  -75.9000     10.12.1994 20:49:20     0.285    10.076
    36.1889  -75.9000     10.12.1994 20:49:30     0.284    10.076
    36.1889  -75.9000     10.12.1994 20:49:40     0.284    10.076
    36.1889  -75.9000     10.12.1994 20:49:50     0.283    10.076
    36.1889  -75.9000     10.12.1994 20:50:00     0.283    10.076
    36.1889  -75.9000     10.12.1994 20:50:10     0.282    10.076
    36.1889  -75.9000     10.12.1994 20:50:20     0.281    10.076
    36.1889  -75.9000     10.12.1994 20:50:30     0.281    10.076
    36.1889  -75.9000     10.12.1994 20:50:40     0.280    10.076
    36.1889  -75.9000     10.12.1994 20:50:50     0.279    10.076
    36.1889  -75.9000     10.12.1994 20:51:00     0.279    10.076
    36.1889  -75.9000     10.12.1994 20:51:10     0.278    10.076
    36.1889  -75.9000     10.12.1994 20:51:20     0.278    10.076
    36.1889  -75.9000     10.12.1994 20:51:30     0.277    10.076
    36.1889  -75.9000     10.12.1994 20:51:40     0.276    10.076
    36.1889  -75.9000     10.12.1994 20:51:50     0.276    10.076
    36.1889  -75.9000     10.12.1994 20:52:00     0.275    10.076
    36.1889  -75.9000     10.12.1994 20:52:10     0.274    10.076
    36.1889  -75.9000     10.12.1994 20:52:20     0.274    10.076
    36.1889  -75.9000     10.12.1994 20:52:30     0.273    10.076
    36.1889  -75.9000     10.12.1994 20:52:40     0.273    10.076
    36.1889  -75.9000     10.12.1994 20:52:50     0.272    10.076
    36.1889  -75.9000     10.12.1994 20:53:00     0.271    10.076
    36.1889  -75.9000     10.12.1994 20:53:10     0.271    10.076
    36.1889  -75.9000     10.12.1994 20:53:20     0.270    10.076
    36.1889  -75.9000     10.12.1994 20:53:30     0.269    10.076
    36.1889  -75.9000     10.12.1994 20:53:40     0.269    10.076
    36.1889  -75.9000     10.12.1994 20:53:50     0.268    10.076
    36.1889  -75.9000     10.12.1994 20:54:00     0.268    10.076
    36.1889  -75.9000     10.12.1994 20:54:10     0.267    10.076
    36.1889  -75.9000     10.12.1994 20:54:20     0.266    10.076
    36.1889  -75.9000     10.12.1994 20:54:30     0.266    10.076
    36.1889  -75.9000     10.12.1994 20:54:40     0.265    10.076
    36.1889  -75.9000     10.12.1994 20:54:50     0.264    10.076
    36.1889  -75.9000     10.12.1994 20:55:00     0.264    10.076
    36.1889  -75.9000     10.12.1994 20:55:10     0.263    10.076
    36.1889  -75.9000     10.12.1994 20:55:20     0.263    10.076
    36.1889  -75.9000     10.12.1994 20:55:30     0.262    10.076
    36.1889  -75.9000     10.12.1994 20:55:40     0.261    10.076
    36.1889  -75.9000     10.12.1994 20:55:50     0.261    10.076
    36.1889  -75.9000     10.12.1994 20:56:00     0.260    10.076
    36.1889  -75.9000     10.12.1994 20:56:10     0.259    10.076
    36.1889  -75.9000     10.12.1994 20:56:20     0.259    10.076
    36.1889  -75.9000     10.12.1994 20:56:30     0.258    10.076
    36.1889  -75.9000     10.12.1994 20:56:40     0.258    10.076
    36.1889  -75.9000     10.12.1994 20:56:50     0.257    10.076
    36.1889  -75.9000     10.12.1994 20:57:00     0.256    10.076
    36.1889  -75.9000     10.12.1994 20:57:10     0.256    10.076
    36.1889  -75.9000     10.12.1994 20:57:20     0.255    10.076
    36.1889  -75.9000     10.12.1994 20:57:30     0.254    10.076
    36.1889  -75.9000     10.12.1994 20:57:40     0.254    10.076
    36.1889  -75.9000     10.12.1994 20:57:50     0.253    10.076
    36.1889  -75.9000     10.12.1994 20:58:00     0.252    10.076
    36.1889  -75.9000     10.12.1994 20:58:10     0.252    10.076
    36.1889  -75.9000     10.12.1994 20:58:20     0.251    10.076
    36.1889  -75.9000     10.12.1994 20:58:30     0.251    10.076
    36.1889  -75.9000     10.12.1994 20:58:40     0.250    10.076
    36.1889  -75.9000     10.12.1994 20:58:50     0.249    10.076
    36.1889  -75.9000     10.12.1994 20:59:00     0.249    10.076
    36.1889  -75.9000     10.12.1994 20:59:10     0.248    10.076
    36.1889  -75.9000     10.12.1994 20:59:20     0.247    10.076
    36.1889  -75.9000     10.12.1994 20:59:30     0.247    10.076
    36.1889  -75.9000     10.12.1994 20:59:40     0.246    10.076
    36.1889  -75.9000     10.12.1994 20:59:50     0.245    10.076
    36.1889  -75.9000     10.12.1994 21:00:00     0.245    10.076
